Ann Date,Surprise,Ticker
2015-10-30,-0.0009250693802034134,ABBV
2015-07-24,-0.01885014137606034,ABBV
2015-04-23,0.06815511163337257,ABBV
2015-01-30,0.06308411214953277,ABBV
2014-10-31,0.10219922380336346,ABBV
2014-07-25,-0.0039525691699604775,ABBV
2014-04-25,-0.020588235294117664,ABBV
2025-03-20,0.0035587188612098883,ACN
2024-12-19,0.05032182562902273,ACN
2024-09-26,0.00035893754486715355,ACN
2024-06-20,-0.004460019114367567,ACN
2024-03-21,0.043757072802716,ACN
2023-12-19,0.038804071246819304,ACN
2023-09-28,0.027714502657555033,ACN
2023-06-22,0.19698996655518392,ACN
2023-03-23,0.08199356913183287,ACN
2022-12-16,0.061702861082385485,ACN
2022-09-22,0.012855473315153843,ACN
2022-06-23,0.02285513361462727,ACN
2022-03-17,0.06409719312945121,ACN
2021-12-16,0.057838660578386485,ACN
2021-09-23,0.004566210045662206,ACN
2021-06-24,0.07286544479213224,ACN
2021-03-18,0.06635071090047387,ACN
2020-12-17,0.053909664885866806,ACN
2020-09-24,-0.017301038062283752,ACN
2020-06-25,0.028695181375202997,ACN
2020-03-19,0.06968641114982585,ACN
2019-12-19,0.049530761209593314,ACN
2019-09-26,0.015761821366024466,ACN
2019-06-27,0.02550478214665252,ACN
2019-03-28,0.09980928162746347,ACN
2018-12-20,0.056603773584905655,ACN
2018-09-27,0.019354838709677438,ACN
2018-06-28,0.040186371578334275,ACN
2018-03-22,0.06119704102219231,ACN
2017-12-21,0.07378524295140972,ACN
2017-09-28,0.00888585099111408,ACN
2017-06-22,-0.004599211563732009,ACN
2017-03-23,0.03310238645111636,ACN
2016-12-21,0.05614973262032091,ACN
2016-09-29,0.003846153846153764,ACN
2016-06-23,0.0,ACN
2016-03-24,0.12077702702702704,ACN
2015-12-17,-0.028094153378891363,ACN
2015-09-24,0.026785714285714107,ACN
2015-06-25,0.05614320585842143,ACN
2015-03-26,0.007462686567164185,ACN
2014-12-18,0.07589658048373642,ACN
2014-09-24,-0.019073569482288746,ACN
2014-06-26,0.04132231404958681,ACN
2025-03-12,-0.16934835076428006,ADBE
2024-12-11,-0.1625615763546797,ADBE
2024-09-12,-0.19647188533627344,ADBE
2024-06-13,-0.20886363636363645,ADBE
2024-03-14,-0.23595248972133392,ADBE
2023-12-13,-0.1896593380043489,ADBE
2023-09-14,-0.22347913524384116,ADBE
2023-06-15,-0.24220813523507656,ADBE
2023-03-15,-0.2435374149659864,ADBE
2022-12-15,-0.26691407365115616,ADBE
2022-09-15,-0.2675464907018596,ADBE
2022-06-16,-0.24297370806890306,ADBE
2022-03-22,-0.17828297935985643,ADBE
2021-12-16,-0.19266917293233088,ADBE
2021-09-21,-0.1690468282962472,ADBE
2021-06-17,-0.18297872340425533,ADBE
2021-03-23,-0.06568557071069628,ADBE
2020-12-10,0.7601656626506023,ADBE
2020-09-15,-0.19626556016597513,ADBE
2020-06-11,-0.029525032092426354,ADBE
2020-03-12,-0.12130707251566693,ADBE
2019-12-12,-0.23339238263950396,ADBE
2019-09-17,-0.186105476673428,ADBE
2019-06-18,-0.2749719416386083,ADBE
2019-03-14,-0.19616336633663375,ADBE
2018-12-13,-0.2692511949017526,ADBE
2018-09-13,-0.2094674556213017,ADBE
2018-06-14,-0.13878080415045393,ADBE
2018-03-15,-0.17663421418636996,ADBE
2017-12-14,-0.13915298184961108,ADBE
2017-09-19,-0.1678252234359483,ADBE
2017-06-20,-0.21141649048625788,ADBE
2017-03-16,-0.08600917431192656,ADBE
2016-12-15,-0.07424593967517396,ADBE
2016-09-20,-0.2582872928176795,ADBE
2016-06-21,-0.28676470588235303,ADBE
2016-03-17,-0.17326732673267325,ADBE
2015-12-10,-0.3316666666666666,ADBE
2015-09-17,-0.3138832997987927,ADBE
2015-06-16,-0.35982339955849896,ADBE
2015-03-17,-0.5558441558441558,ADBE
2014-12-11,-0.4256756756756756,ADBE
2014-09-16,-0.662878787878788,ADBE
2014-06-17,-0.4381270903010033,ADBE
2025-02-04,-0.6250000000000001,AMD
2024-10-29,-0.46956521739130436,AMD
2024-07-30,-0.7368421052631579,AMD
2024-04-30,-0.8615635179153095,AMD
2024-01-30,-0.4448767833981842,AMD
2023-10-31,-0.7130177514792899,AMD
2023-08-01,-0.9320557491289198,AMD
2023-05-02,-1.0556521739130436,AMD
2023-01-31,-0.9444444444444444,AMD
2022-11-01,-0.9003067484662576,AMD
2022-08-02,-0.6516746411483253,AMD
2022-05-03,-0.2524590163934426,AMD
2022-02-01,0.06924101198402137,AMD
2021-10-26,0.16341829085457268,AMD
2021-07-27,0.09814814814814803,AMD
2021-04-27,0.0542986425339367,AMD
2021-01-26,-0.13559322033898305,AMD
2020-10-27,-0.025423728813559344,AMD
2020-07-28,-0.17177914110429446,AMD
2020-04-28,-0.15168539325842695,AMD
2020-01-28,-0.22442244224422445,AMD
2019-10-29,-0.24175824175824168,AMD
2019-07-30,-0.5584415584415584,AMD
2019-04-30,-0.888888888888889,AMD
2019-01-29,-0.451219512195122,AMD
2018-10-24,-0.24193548387096772,AMD
2018-07-25,-0.140625,AMD
2018-04-25,-0.06896551724137921,AMD
2018-01-30,-1.3877551020408163,AMD
2017-10-24,-0.20512820512820512,AMD
2017-07-25,-43.0,AMD
2017-05-01,-0.142857142857143,AMD
2017-01-31,3.166666666666667,AMD
2016-10-20,-3.25,AMD
2016-07-21,-0.0714285714285715,AMD
2016-04-21,0.11627906976744175,AMD
2016-01-19,0.1634615384615385,AMD
2015-10-15,0.5833333333333334,AMD
2015-07-16,0.13772455089820354,AMD
2015-04-16,1.307692307692308,AMD
2015-01-20,-12.0,AMD
2014-10-16,-0.5,AMD
2014-07-17,-1.2962962962962965,AMD
2014-04-17,-2.25,AMD
2025-05-01,,AME
2025-02-04,-0.09729729729729739,AME
2024-10-31,-0.09090909090909093,AME
2024-08-01,-0.11800486618004864,AME
2024-05-02,-0.09604519774011301,AME
2024-02-06,-0.07730673316708236,AME
2023-10-31,-0.06666666666666665,AME
2023-08-01,-0.07038512616201865,AME
2023-05-02,-0.05646890636168689,AME
2023-02-02,-0.09585316111488784,AME
2022-11-01,-0.06098457016899336,AME
2022-08-02,-0.05936777178103313,AME
2022-05-03,-0.0830721003134797,AME
2022-02-03,-0.06851424172440336,AME
2021-11-02,-0.08798646362098128,AME
2021-08-03,-0.09255898366606179,AME
2021-05-04,-0.07933398628795296,AME
2021-02-04,-0.07766990291262142,AME
2020-10-29,-0.06283280085197013,AME
2020-08-04,-0.006896551724137937,AME
2020-05-05,-0.1044012282497441,AME
2020-02-05,-0.06815968841285293,AME
2019-10-31,-0.05138339920948621,AME
2019-07-30,-0.08023483365949126,AME
2019-05-01,-0.08462332301341585,AME
2019-02-05,0.02019002375296914,AME
2018-11-01,0.04859335038363161,AME
2018-07-31,0.061381074168797865,AME
2018-05-02,0.08033240997229925,AME
2018-02-01,0.047832585949177754,AME
2017-11-02,0.06451612903225812,AME
2017-08-02,0.04333868378812203,AME
2017-05-02,0.06194690265486732,AME
2017-02-07,0.0017182130584192457,AME
2016-11-01,0.0163339382940109,AME
2016-08-04,0.0016977928692699506,AME
2016-04-28,-0.0034965034965035,AME
2016-02-05,-0.007898894154818332,AME
2015-10-27,0.003086419753086422,AME
2015-08-05,0.0062893081761006345,AME
2015-04-29,0.012759170653907507,AME
2015-01-28,0.029268292682926855,AME
2014-10-28,0.006568144499178988,AME
2014-08-05,0.03565365025466896,AME
2014-05-06,0.012433392539964488,AME
2025-05-01,,AMGN
2025-02-04,-0.5243253890092574,AMGN
2024-10-30,-0.260835457932928,AMGN
2024-08-06,-0.5519662921348314,AMGN
2024-05-02,-0.7954314720812182,AMGN
2024-02-06,-0.5928260869565216,AMGN
2023-10-31,-0.1732905982905982,AMGN
2023-08-03,-0.23020298906981923,AMGN
2023-04-27,-0.021337496747332773,AMGN
2023-01-31,-0.31118195193722414,AMGN
2022-11-03,-0.15221796892591752,AMGN
2022-08-04,0.03162412468940605,AMGN
2022-04-27,0.022482893450635515,AMGN
2022-02-07,-0.18968058968058973,AMGN
2021-11-02,-0.2970505617977528,AMGN
2021-08-03,0.05495847581827055,AMGN
2021-04-27,-0.09925558312655094,AMGN
2021-02-02,-0.14799281006590778,AMGN
2020-10-28,0.15183522577237923,AMGN
2020-07-28,-0.16279683377308707,AMGN
2020-04-30,-0.18461134453781508,AMGN
2020-01-30,-0.1325088339222614,AMGN
2019-10-29,-0.06918060674794449,AMGN
2019-07-30,0.0025083612040133494,AMGN
2019-04-30,-0.08042663591813201,AMGN
2019-01-29,-0.07158152340165187,AMGN
2018-10-30,-0.043175891046073604,AMGN
2018-07-26,-0.02418447694038241,AMGN
2018-04-24,0.0308027380211575,AMGN
2018-02-01,-0.1305207646671061,AMGN
2017-10-25,-0.03245501285347043,AMGN
2017-07-25,-0.061454311454311544,AMGN
2017-04-26,-0.06819693945442437,AMGN
2017-02-02,-0.051272857655073584,AMGN
2016-10-27,0.13805436337625185,AMGN
2016-07-27,-0.07989784750091218,AMGN
2016-04-28,-0.010023130300693833,AMGN
2016-01-28,-0.0078740157480316,AMGN
2015-10-28,0.027789473684210458,AMGN
2015-07-30,-0.056128765992571245,AMGN
2015-04-21,0.1551642075202285,AMGN
2015-01-27,-0.06867998051631759,AMGN
2014-10-27,-0.10890151515151525,AMGN
2014-07-29,-0.02659574468085114,AMGN
2014-04-22,-0.229381443298969,AMGN
2025-04-30,,AMZN
2025-02-06,0.26187245590230673,AMZN
2024-10-31,0.25218914185639235,AMZN
2024-08-01,0.23772102161100195,AMZN
2024-04-30,0.19076549210206567,AMZN
2024-02-01,0.24223602484472043,AMZN
2023-10-26,0.6040955631399317,AMZN
2023-08-03,0.8518518518518521,AMZN
2023-04-27,0.4761904761904762,AMZN
2023-02-02,-0.823529411764706,AMZN
2022-10-27,0.25560538116591935,AMZN
2022-07-28,-2.3513513513513513,AMZN
2022-04-28,-1.8936170212765957,AMZN
2022-02-03,6.382978723404255,AMZN
2021-10-28,-0.31696428571428575,AMZN
2021-07-29,0.23577235772357727,AMZN
2021-04-29,0.6288659793814434,AMZN
2021-02-02,0.9157608695652173,AMZN
2020-10-29,0.6392572944297082,AMZN
2020-07-30,5.866666666666667,AMZN
2020-04-30,-0.20063694267515925,AMZN
2020-01-30,0.580487804878049,AMZN
2019-10-24,-0.07423580786026207,AMZN
2019-07-25,-0.06451612903225812,AMZN
2019-04-25,0.5170940170940169,AMZN
2019-01-31,0.0902527075812273,AMZN
2018-10-25,0.8580645161290321,AMZN
2018-07-26,1.0483870967741935,AMZN
2018-04-26,1.6031746031746033,AMZN
2018-02-01,1.0434782608695652,AMZN
2017-10-26,12.0,AMZN
2017-07-27,-0.7183098591549295,AMZN
2017-04-27,0.3703703703703703,AMZN
2017-02-02,0.13235294117647048,AMZN
2016-10-27,-0.31578947368421056,AMZN
2016-07-28,0.5892857142857142,AMZN
2016-04-28,0.9285714285714285,AMZN
2016-01-28,-0.3506493506493506,AMZN
2015-10-22,-2.2857142857142856,AMZN
2015-07-23,-2.428571428571429,AMZN
2015-04-23,-0.14285714285714285,AMZN
2015-01-29,1.5555555555555558,AMZN
2014-10-23,0.26315789473684215,AMZN
2014-07-24,0.75,AMZN
2014-04-24,0.090909090909091,AMZN
2025-03-06,-0.21224218230206252,AVGO
2024-12-12,-0.3075791022810891,AVGO
2024-09-05,-0.3996710526315789,AVGO
2024-06-12,-0.5217391304347826,AVGO
2024-03-07,-0.5700575815738964,AVGO
2023-12-07,-0.22598353156450138,AVGO
2023-08-31,-0.21284755512943432,AVGO
2023-06-01,-0.17832512315270932,AVGO
2023-03-02,-0.1328740157480315,AVGO
2022-12-08,-0.23121951219512185,AVGO
2022-09-01,-0.2418848167539267,AVGO
2022-05-26,-0.2634593356242841,AVGO
2022-03-03,-0.3013530135301353,AVGO
2021-12-09,-0.4144144144144144,AVGO
2021-09-02,-0.3737226277372263,AVGO
2021-06-03,-0.45116279069767445,AVGO
2021-03-04,-0.4840182648401826,AVGO
2020-12-10,-0.5008,AVGO
2020-09-03,-0.6621880998080615,AVGO
2020-06-04,-0.7553398058252427,AVGO
2020-03-12,-0.7584269662921348,AVGO
2019-12-12,-0.601113172541744,AVGO
2019-09-12,-0.6354775828460039,AVGO
2019-06-13,-0.6349514563106796,AVGO
2019-03-14,-0.5286259541984734,AVGO
2018-12-06,-0.44883303411131065,AVGO
2018-09-06,-0.41614906832298143,AVGO
2018-06-07,0.7042553191489364,AVGO
2018-03-15,-0.6613861386138613,AVGO
2017-12-06,-0.6269315673289184,AVGO
2017-08-24,-0.681592039800995,AVGO
2017-06-01,-0.6534090909090909,AVGO
2017-03-01,-0.6885714285714286,AVGO
2016-12-08,-0.7701492537313432,AVGO
2016-09-01,-1.0035714285714286,AVGO
2016-06-02,-0.6916666666666667,AVGO
2016-03-03,-0.2510822510822512,AVGO
2015-12-02,-0.2594142259414226,AVGO
2015-08-26,-0.3679245283018867,AVGO
2015-05-28,-0.2850000000000001,AVGO
2015-02-25,-0.26424870466321254,AVGO
2014-12-03,-0.6235294117647059,AVGO
2014-08-28,-0.9134615384615385,AVGO
2014-05-29,-0.11688311688311681,AVGO
2025-04-15,,BAC
2025-01-16,0.08062418725617677,BAC
2024-10-15,0.06570302233902765,BAC
2024-07-16,0.03879849812265321,BAC
2024-04-16,0.014341590612777066,BAC
2024-01-12,-0.4419306184012067,BAC
2023-10-17,0.11670761670761681,BAC
2023-07-18,0.08907363420427562,BAC
2023-04-18,0.15770171149144255,BAC
2023-01-13,0.12853470437017991,BAC
2022-10-17,0.10397946084724,BAC
2022-07-18,0.022788203753351225,BAC
2022-04-18,0.08064516129032265,BAC
2022-01-19,0.0874172185430463,BAC
2021-10-14,0.20845070422535214,BAC
2021-07-14,0.3485045513654095,BAC
2021-04-15,0.3297380585516178,BAC
2021-01-19,0.11009174311926594,BAC
2020-10-14,0.16363636363636355,BAC
2020-07-16,0.5833333333333334,BAC
2020-04-15,-0.31941923774954634,BAC
2020-01-15,0.106259097525473,BAC
2019-10-16,-0.17956204379562044,BAC
2019-07-17,0.06364922206506371,BAC
2019-04-16,0.08689024390243894,BAC
2019-01-16,0.13607594936708856,BAC
2018-10-15,0.08870967741935491,BAC
2018-07-16,0.1363636363636365,BAC
2018-04-16,0.05762711864406785,BAC
2018-01-17,0.09887640449438198,BAC
2017-10-13,0.030701754385964817,BAC
2017-07-18,0.13394919168591224,BAC
2017-04-18,0.35816618911174786,BAC
2017-01-13,0.09259259259259253,BAC
2016-10-17,0.28955223880597003,BAC
2016-07-18,0.32522796352583583,BAC
2016-04-14,0.43414634146341463,BAC
2016-01-19,0.12734082397003735,BAC
2015-10-14,0.20552147239263804,BAC
2015-07-15,0.25555555555555565,BAC
2015-04-15,0.006849315068493157,BAC
2015-01-15,-0.012779552715654964,BAC
2014-10-15,0.17295597484276728,BAC
2014-07-16,0.42808219178082196,BAC
2014-04-16,0.28464419475655434,BAC
2025-04-25,,CAT
2025-01-30,0.018016234409027953,CAT
2024-10-30,-0.03110361626381853,CAT
2024-08-06,0.15125746336167908,CAT
2024-04-25,0.09223868954758188,CAT
2024-02-05,0.10610864510674271,CAT
2023-10-31,0.15747536171105042,CAT
2023-08-01,0.26030416574829185,CAT
2023-04-27,0.5111169238817683,CAT
2023-01-31,0.031989924433249425,CAT
2022-10-27,0.24205225055083415,CAT
2022-08-02,0.07336417713152692,CAT
2022-04-28,0.10218140068886333,CAT
2022-01-28,0.3497580290365156,CAT
2021-10-28,0.20865603644646935,CAT
2021-07-30,0.08444259567387699,CAT
2021-04-29,0.48380462724935736,CAT
2021-01-29,0.599862258953168,CAT
2020-10-27,0.3674911660777387,CAT
2020-07-31,0.7215384615384615,CAT
2020-04-28,-0.14731182795698924,CAT
2020-01-31,0.2020661157024793,CAT
2019-10-23,-0.06896551724137923,CAT
2019-07-24,-0.06228042159054611,CAT
2019-04-24,0.05101327742837174,CAT
2019-01-28,-0.14858096828046755,CAT
2018-10-23,0.053091163115613044,CAT
2018-07-30,0.0808339429407462,CAT
2018-04-24,0.3015122873345935,CAT
2018-01-25,0.19774011299435032,CAT
2017-10-24,0.5409309791332263,CAT
2017-07-25,0.20352564102564102,CAT
2017-04-25,1.004807692307692,CAT
2017-01-26,0.28181818181818175,CAT
2016-10-25,0.1243386243386243,CAT
2016-07-26,0.13660062565172068,CAT
2016-04-22,-0.010339734121122608,CAT
2016-01-28,0.2049418604651163,CAT
2015-10-22,0.35834411384217335,CAT
2015-07-23,0.109350237717908,CAT
2015-04-23,0.43387815750371456,CAT
2015-01-27,-0.13695090439276483,CAT
2014-10-23,0.2670118343195266,CAT
2014-07-24,0.1346911957950066,CAT
2014-04-24,0.3016260162601626,CAT
2025-04-24,,CBRE
2025-02-13,-0.047427293064876905,CBRE
2024-10-24,0.11958568738229755,CBRE
2024-07-25,-0.0761636107193229,CBRE
2024-05-03,-0.1270072992700731,CBRE
2024-02-15,0.08706677937447166,CBRE
2023-10-27,-0.025185185185185206,CBRE
2023-07-27,-0.05836575875486386,CBRE
2023-04-27,-0.08972845336481695,CBRE
2023-02-23,0.04621848739495812,CBRE
2022-10-27,0.05367008681925814,CBRE
2022-08-04,-0.08273381294964029,CBRE
2022-05-05,0.19555143651529203,CBRE
2022-02-24,0.07594936708860767,CBRE
2021-10-28,0.017647058823529523,CBRE
2021-07-29,0.6906290115532733,CBRE
2021-04-29,0.051928783382789195,CBRE
2021-02-23,0.4451544195953142,CBRE
2020-10-29,0.2840095465393796,CBRE
2020-07-31,-0.23716381418092905,CBRE
2020-05-07,-0.15126050420168066,CBRE
2020-02-27,0.18796433878157495,CBRE
2019-11-06,-0.038167938931297746,CBRE
2019-08-01,-0.026143790849673224,CBRE
2019-05-08,0.019575856443719432,CBRE
2019-02-13,-0.057777777777777733,CBRE
2018-11-01,-0.2161803713527852,CBRE
2018-08-02,-0.11111111111111106,CBRE
2018-05-02,-0.16869918699186995,CBRE
2018-02-08,-0.18378378378378382,CBRE
2017-11-03,-0.12987012987012997,CBRE
2017-07-27,-0.04143126177024486,CBRE
2017-04-27,0.02719033232628401,CBRE
2017-02-10,-0.04838709677419359,CBRE
2016-10-27,-0.918,CBRE
2016-07-28,-0.2655038759689923,CBRE
2016-04-28,-0.3314121037463976,CBRE
2016-02-03,-0.1532567049808429,CBRE
2015-10-27,0.019693654266958443,CBRE
2015-07-29,-0.147196261682243,CBRE
2015-04-29,0.12790697674418594,CBRE
2015-02-04,-0.1798561151079137,CBRE
2014-10-29,-0.12068965517241374,CBRE
2014-07-29,-0.2303370786516853,CBRE
2014-04-30,0.12650602409638548,CBRE
2025-03-06,-0.0226112326768784,COST
2024-12-12,0.060645838802835354,COST
2024-09-26,0.05308861259127691,COST
2024-05-30,0.0010770059235325803,COST
2024-03-07,0.08167770419426043,COST
2023-12-14,0.048930559624963454,COST
2023-09-26,0.01673640167364018,COST
2023-05-25,0.03813559322033909,COST
2023-03-02,0.02611940298507451,COST
2022-12-08,-0.00967741935483879,COST
2022-09-22,0.014002897151134674,COST
2022-05-26,0.04862719153159106,COST
2022-03-03,0.05758783049619696,COST
2021-12-09,0.21848739495798322,COST
2021-09-23,0.09735509285312327,COST
2021-05-27,0.16084788029925187,COST
2021-03-04,-0.1254597466285247,COST
2020-12-10,0.2718446601941748,COST
2020-09-24,0.099402880224798,COST
2020-05-28,-0.013054830287206335,COST
2020-03-05,0.018428709990300805,COST
2019-12-12,0.11046171829339557,COST
2019-10-03,0.0573899371069182,COST
2019-05-30,0.03971318257032547,COST
2019-03-07,0.19005328596802826,COST
2018-12-13,0.06592729513247073,COST
2018-10-04,0.0008481764206954112,COST
2018-05-31,0.0071090047393364995,COST
2018-03-07,0.06783075889858964,COST
2017-12-14,0.08128262490678598,COST
2017-10-05,0.031234506693108663,COST
2017-05-25,0.04619970193740673,COST
2017-03-02,-0.13397483345669878,COST
2016-12-07,-0.014321819713563711,COST
2016-09-29,0.025492468134414855,COST
2016-05-25,0.016393442622950834,COST
2016-03-02,-0.03125000000000003,COST
2015-12-08,-0.06837606837606826,COST
2015-09-29,0.042796865581675676,COST
2015-05-27,0.012110726643598628,COST
2015-03-05,0.03299492385786815,COST
2014-12-10,0.02658111824014678,COST
2014-10-08,0.03742613263296137,COST
2014-05-29,-0.023722627737226297,COST
2025-02-26,-0.2810107197549771,CRM
2024-12-03,-0.26434426229508196,CRM
2024-08-28,-0.328516787080323,CRM
2024-05-29,-0.3535353535353535,CRM
2024-02-28,-0.2908208296557811,CRM
2023-11-29,-0.3476997578692494,CRM
2023-08-30,-0.26476793248945146,CRM
2023-05-31,-0.4505289359054138,CRM
2023-03-01,-0.37096774193548393,CRM
2022-11-30,-0.8424938474159147,CRM
2022-08-24,-0.9678988326848249,CRM
2022-05-31,-0.9758403361344538,CRM
2022-03-01,-1.0765100671140941,CRM
2021-11-30,-0.716304347826087,CRM
2021-08-25,-0.8665943600867679,CRM
2021-05-27,-0.7084745762711865,CRM
2021-02-25,-0.918558077436582,CRM
2020-12-01,-0.6288384512683578,CRM
2020-08-25,-0.8577844311377246,CRM
2020-05-28,-1.0835734870317004,CRM
2020-02-25,-1.5549549549549548,CRM
2019-12-03,-1.1954545454545455,CRM
2019-08-22,-0.6460554371002131,CRM
2019-06-04,-0.6534653465346535,CRM
2019-03-04,-0.3960216998191682,CRM
2018-11-27,-0.8662674650698603,CRM
2018-08-29,-0.4830508474576271,CRM
2018-05-29,-0.473568281938326,CRM
2018-02-28,-0.22388059701492538,CRM
2017-11-21,-0.6202185792349726,CRM
2017-08-22,-0.7879746835443038,CRM
2017-05-18,-1.0077220077220077,CRM
2017-02-28,-1.3346774193548387,CRM
2016-11-17,-1.2606635071090049,CRM
2016-08-31,0.5000000000000001,CRM
2016-05-18,-0.8017241379310345,CRM
2016-02-24,-1.198952879581152,CRM
2015-11-18,-1.3850267379679144,CRM
2015-08-20,-1.0057142857142858,CRM
2015-05-20,-1.2463768115942029,CRM
2015-02-25,-1.7573529411764703,CRM
2014-11-19,-1.625,CRM
2014-08-21,-1.8403361344537816,CRM
2014-05-20,-2.510204081632653,CRM
2025-05-02,,CVX
2025-01-31,-0.7382867960246096,CVX
2024-11-01,-0.05953372189841808,CVX
2024-08-02,-0.17737525632262477,CVX
2024-04-26,0.0496209510682287,CVX
2024-02-02,-0.3359975407316323,CVX
2023-10-27,-0.08084074373484232,CVX
2023-07-28,0.04094165813715459,CVX
2023-04-28,0.05764114691102567,CVX
2023-01-27,-0.08756731444626555,CVX
2022-10-28,0.1832725799918996,CVX
2022-07-29,0.257804632426989,CVX
2022-04-29,0.0500145391102065,CVX
2022-01-28,-0.1382296343810135,CVX
2021-10-29,0.37291947818263615,CVX
2021-07-30,0.14579439252336449,CVX
2021-04-30,0.1439645625692136,CVX
2021-01-29,-5.014084507042254,CVX
2020-10-30,-0.7573529411764706,CVX
2020-07-31,0.9701327433628317,CVX
2020-05-01,1.6803652968036527,CVX
2020-01-31,-0.2122866894197953,CVX
2019-11-01,0.0710868079289131,CVX
2019-08-02,0.01645856980703741,CVX
2019-04-26,0.12688821752265855,CVX
2019-02-01,0.03713670613562968,CVX
2018-11-02,0.18999028182701655,CVX
2018-07-27,-0.040845747236905317,CVX
2018-04-27,0.2934782608695652,CVX
2018-02-02,-0.38838920686835654,CVX
2017-10-27,-0.14014014014014015,CVX
2017-07-28,-0.002290950744558994,CVX
2017-04-28,0.22721893491124254,CVX
2017-01-27,-0.64576802507837,CVX
2016-10-28,0.41978609625668456,CVX
2016-07-29,0.7160493827160495,CVX
2016-04-29,0.5449438202247193,CVX
2016-01-29,-0.5675105485232068,CVX
2015-10-30,0.5039577836411608,CVX
2015-07-31,-0.27178602243313205,CVX
2015-05-01,0.40989847715736033,CVX
2015-01-30,-0.1507016473459427,CVX
2014-10-31,0.10321556173084548,CVX
2014-08-01,-0.0072188449848024795,CVX
2014-05-02,-0.008320126782884274,CVX
2025-04-22,,DHR
2025-01-29,-0.22638888888888892,DHR
2024-10-22,-0.25968992248062023,DHR
2024-07-23,-0.19696010132995564,DHR
2024-04-23,-0.14277355178466938,DHR
2024-01-30,-0.07869884575026229,DHR
2023-10-24,-0.42780748663101603,DHR
2023-07-25,-0.47706879361914256,DHR
